names,total_price,price_per_meter,area,rooms_number,build_year,building_type,equipment,heating_system,avg_heating_price,crimes
"Kaunas, Žaliakalnis, Savanorių pr., 1 room flat for rent",560 €,"(26,7 €/m²)",21 m²,1,,Brick,Fully equipped,Central thermostat,"7,35 €/month~ 0,35 €/m²","['2024-10', '0.1', '2024-11', '0.36', '2024-12', '0.51', '2025-01', '0.51', '2025-02', '0.59', '2025-03', '0.26', '2025-04', '0.1', 'august', '14', 'september', '21', 'october', '26', 'november', '27', 'december', '4', 'january', '17', 'february', '18', 'march', '23', 'april', '9', 'may', '13', 'june', '10', 'july', '17', 'august', '21', 'september', '21', 'october', '21', 'november', '13', 'december', '14', 'january', '30', 'february', '18', 'march', '14', 'april', '24', 'may', '25', 'june', '12', 'july', '17']"
"Kaunas, Šilainiai, Pienių g., 2 rooms flat for rent",560 €,"(16,5 €/m²)",34 m²,2,,Brick,Fully equipped,Gas,,"['august', '1', 'september', '3', 'october', '2', 'november', '1', 'december', '6', 'january', '2', 'february', '4', 'march', '2', 'april', '0', 'may', '0', 'june', '2', 'july', '2', 'august', '0', 'september', '0', 'october', '2', 'november', '6', 'december', '2', 'january', '5', 'february', '3', 'march', '3', 'april', '1', 'may', '1', 'june', '2', 'july', '0']"
"Kaunas, Gričiupis, Biržiškų g., 2 rooms flat for rent",595 €,"(14,6 €/m²)","40,8 m²",2,2011,Brick,Fully equipped,Central thermostat,"19,99 €/month~ 0,49 €/m²","['2024-10', '0.13', '2024-11', '0.46', '2024-12', '0.72', '2025-01', '0.74', '2025-02', '0.81', '2025-03', '0.46', '2025-04', '0.13', 'august', '12', 'september', '1', 'october', '12', 'november', '12', 'december', '16', 'january', '11', 'february', '10', 'march', '7', 'april', '13', 'may', '5', 'june', '16', 'july', '13', 'august', '4', 'september', '12', 'october', '13', 'november', '11', 'december', '8', 'january', '4', 'february', '5', 'march', '9', 'april', '6', 'may', '3', 'june', '6', 'july', '4']"
"Kaunas, Dainava, Pramonės pr., 1 room flat for rent",450 €,"(14,1 €/m²)",32 m²,1,1980,Block house,Fully equipped,Central,"25,60 €/month~ 0,80 €/m²","['2024-10', '0.25', '2024-11', '0.82', '2024-12', '1.09', '2025-01', '1.13', '2025-02', '1.32', '2025-03', '0.74', '2025-04', '0.27', 'august', '11', 'september', '14', 'october', '7', 'november', '10', 'december', '22', 'january', '4', 'february', '8', 'march', '9', 'april', '8', 'may', '9', 'june', '14', 'july', '9', 'august', '9', 'september', '14', 'october', '17', 'november', '7', 'december', '9', 'january', '8', 'february', '8', 'march', '6', 'april', '15', 'may', '6', 'june', '9', 'july', '9']"
"Kaunas, Dainava, Garažų g., 1 room flat for rent",490 €,"(18,1 €/m²)",27 m²,1,2024,Brick,Fully equipped,Central thermostat,"8,64 €/month~ 0,32 €/m²","['2024-10', '0.15', '2024-11', '0.31', '2024-12', '0.52', '2025-01', '0.53', '2025-02', '0.58', '2025-03', '0.28', '2025-04', '0.11', '2025-05', '0.04', 'august', '1', 'september', '7', 'october', '3', 'november', '0', 'december', '5', 'january', '7', 'february', '7', 'march', '3', 'april', '3', 'may', '3', 'june', '3', 'july', '7', 'august', '11', 'september', '2', 'october', '5', 'november', '2', 'december', '4', 'january', '5', 'february', '3', 'march', '1', 'april', '6', 'may', '4', 'june', '2', 'july', '2']"
"Kaunas, Aukštieji Šančiai, Verkių g., 2 rooms flat for rent",450 €,"(9,0 €/m²)","50,13 m²",2,1990,Brick,Fully equipped,Central,"62,16 €/month~ 1,24 €/m²","['2024-10', '0.52', '2024-11', '1.23', '2024-12', '1.6', '2025-01', '1.64', '2025-02', '1.89', '2025-03', '1.29', '2025-04', '0.51', 'august', '4', 'september', '6', 'october', '4', 'november', '5', 'december', '4', 'january', '6', 'february', '9', 'march', '7', 'april', '10', 'may', '3', 'june', '6', 'july', '15', 'august', '10', 'september', '4', 'october', '3', 'november', '1', 'december', '9', 'january', '15', 'february', '5', 'march', '8', 'april', '4', 'may', '10', 'june', '5', 'july', '6']"
"Kaunas, Šilainiai, Baltijos g., 2 rooms flat for rent",550 €,"(10,6 €/m²)",52 m²,2,1996,Brick,Fully equipped,Central,"48,36 €/month~ 0,93 €/m²","['2024-10', '0.39', '2024-11', '0.95', '2024-12', '1.22', '2025-01', '1.31', '2025-02', '1.4', '2025-03', '0.89', '2025-04', '0.37', 'august', '0', 'september', '4', 'october', '7', 'november', '2', 'december', '15', 'january', '0', 'february', '5', 'march', '7', 'april', '2', 'may', '8', 'june', '8', 'july', '13', 'august', '10', 'september', '7', 'october', '9', 'november', '9', 'december', '6', 'january', '0', 'february', '8', 'march', '10', 'april', '1', 'may', '10', 'june', '4', 'july', '3']"
"Kaunas, Centras, V. Putvinskio g., 2 rooms flat for rent",630 €,"(11,5 €/m²)",55 m²,2,1939,Brick,Fully equipped,Gas,,"['august', '18', 'september', '41', 'october', '43', 'november', '27', 'december', '27', 'january', '17', 'february', '19', 'march', '17', 'april', '16', 'may', '17', 'june', '17', 'july', '18', 'august', '22', 'september', '17', 'october', '17', 'november', '24', 'december', '20', 'january', '20', 'february', '16', 'march', '17', 'april', '16', 'may', '10', 'june', '16', 'july', '22']"
"Kaunas, Centras, Kęstučio g., 2 rooms flat for rent",720 €,"(16,4 €/m²)",44 m²,2,,Brick,Fully equipped,Central thermostat,"40,04 €/month~ 0,91 €/m²","['2024-10', '0.45', '2024-11', '0.96', '2024-12', '1.21', '2025-01', '1.21', '2025-02', '1.31', '2025-03', '0.96', '2025-04', '0.29', 'august', '49', 'september', '33', 'october', '57', 'november', '17', 'december', '20', 'january', '15', 'february', '10', 'march', '17', 'april', '22', 'may', '22', 'june', '13', 'july', '17', 'august', '15', 'september', '36', 'october', '24', 'november', '29', 'december', '22', 'january', '18', 'february', '16', 'march', '21', 'april', '17', 'may', '22', 'june', '21', 'july', '17']"
"Kaunas, Šilainiai, Mosėdžio g., 2 rooms flat for rent",665 €,"(10,4 €/m²)",64 m²,2,2009,Brick,Fully equipped,"Central, electric, central thermostat","30,08 €/month~ 0,47 €/m²","['2024-10', '0.11', '2024-11', '0.43', '2024-12', '0.65', '2025-01', '0.69', '2025-02', '0.77', '2025-03', '0.48', '2025-04', '0.17', 'august', '7', 'september', '13', 'october', '12', 'november', '5', 'december', '2', 'january', '9', 'february', '6', 'march', '1', 'april', '9', 'may', '10', 'june', '2', 'july', '5', 'august', '9', 'september', '9', 'october', '8', 'november', '5', 'december', '16', 'january', '9', 'february', '2', 'march', '5', 'april', '3', 'may', '8', 'june', '2', 'july', '3']"
"Kaunas, Vilijampolė, A. Kriščiukaičio g., 2 rooms flat for rent",550 €,"(14,5 €/m²)",38 m²,2,,Brick,Fully equipped,Gas,,"['august', '10', 'september', '6', 'october', '7', 'november', '2', 'december', '2', 'january', '7', 'february', '5', 'march', '8', 'april', '3', 'may', '6', 'june', '14', 'july', '8', 'august', '8', 'september', '7', 'october', '18', 'november', '4', 'december', '14', 'january', '10', 'february', '4', 'march', '7', 'april', '12', 'may', '14', 'june', '11', 'july', '7']"
"Kaunas, Eiguliai, Sukilėlių pr., 3 rooms flat for rent",570 €,"(9,2 €/m²)",62 m²,3,1984,Block house,Fully equipped,Central,"56,42 €/month~ 0,91 €/m²","['2024-10', '0.32', '2024-11', '0.83', '2024-12', '1.09', '2025-01', '1.15', '2025-02', '1.49', '2025-03', '1.09', '2025-04', '0.41', 'august', '12', 'september', '12', 'october', '5', 'november', '10', 'december', '9', 'january', '4', 'february', '7', 'march', '9', 'april', '5', 'may', '5', 'june', '5', 'july', '19', 'august', '8', 'september', '3', 'october', '12', 'november', '10', 'december', '6', 'january', '7', 'february', '12', 'march', '11', 'april', '4', 'may', '10', 'june', '8', 'july', '3']"
"Kaunas, Panerys, Pagėgių g., 1 room flat for rent",350 €,"(10,0 €/m²)",35 m²,1,1992,Brick,Fully equipped,Central,"35,00 €/month~ 1,00 €/m²","['2024-10', '0.37', '2024-11', '0.98', '2024-12', '1.3', '2025-01', '1.33', '2025-02', '1.57', '2025-03', '1.03', '2025-04', '0.4', 'august', '0', 'september', '7', 'october', '8', 'november', '1', 'december', '2', 'january', '0', 'february', '1', 'march', '1', 'april', '2', 'may', '1', 'june', '0', 'july', '2', 'august', '0', 'september', '3', 'october', '2', 'november', '3', 'december', '6', 'january', '3', 'february', '3', 'march', '3', 'april', '3', 'may', '1', 'june', '0', 'july', '2']"
"Kaunas, Dainava, Birželio 23-iosios g., 2 rooms flat for rent",550 €,"(11,7 €/m²)",47 m²,2,1978,Brick,Fully equipped,Central,"47,47 €/month~ 1,01 €/m²","['2024-10', '0.33', '2024-11', '1.02', '2024-12', '1.37', '2025-01', '1.46', '2025-02', '1.55', '2025-03', '0.95', '2025-04', '0.36', 'august', '8', 'september', '14', 'october', '9', 'november', '10', 'december', '14', 'january', '24', 'february', '9', 'march', '9', 'april', '14', 'may', '8', 'june', '11', 'july', '10', 'august', '10', 'september', '13', 'october', '6', 'november', '12', 'december', '13', 'january', '11', 'february', '11', 'march', '8', 'april', '5', 'may', '10', 'june', '4', 'july', '4']"
"Kaunas, Vaišvydava, Piliuonos g., 1 room flat for rent",350 €,"(11,7 €/m²)",30 m²,1,2018,Brick,Fully equipped,"Gas, solid fuel",,"['august', '0', 'september', '0', 'october', '0', 'november', '0', 'december', '0', 'january', '0', 'february', '0', 'march', '1', 'april', '0', 'may', '0', 'june', '0', 'july', '4', 'august', '0', 'september', '0', 'october', '1', 'november', '0', 'december', '0', 'january', '0', 'february', '0', 'march', '0', 'april', '0', 'may', '0', 'june', '0', 'july', '0']"
"Kaunas, Žaliakalnis, Dzūkų g., 2 rooms flat for rent",580 €,"(14,2 €/m²)","40,83 m²",2,1931,Log house,Fully equipped,Gas,,"['august', '6', 'september', '28', 'october', '32', 'november', '30', 'december', '28', 'january', '10', 'february', '8', 'march', '8', 'april', '5', 'may', '5', 'june', '4', 'july', '8', 'august', '18', 'september', '7', 'october', '11', 'november', '11', 'december', '12', 'january', '14', 'february', '6', 'march', '5', 'april', '8', 'may', '4', 'june', '11', 'july', '6']"
"Kaunas, Vilijampolė, Miškinio g., 2 rooms flat for rent",400 €,"(8,9 €/m²)",45 m²,2,,Brick,Fully equipped,Gas,,"['august', '7', 'september', '4', 'october', '2', 'november', '3', 'december', '3', 'january', '0', 'february', '0', 'march', '2', 'april', '3', 'may', '6', 'june', '6', 'july', '6', 'august', '5', 'september', '5', 'october', '6', 'november', '1', 'december', '10', 'january', '6', 'february', '1', 'march', '6', 'april', '8', 'may', '10', 'june', '3', 'july', '2']"
"Kaunas, Panemunė, Smėlio g., 3 rooms flat for rent",680 €,"(13,1 €/m²)",52 m²,3,2024,Brick,Fully equipped,Geothermal,,"['august', '3', 'september', '5', 'october', '3', 'november', '2', 'december', '5', 'january', '3', 'february', '2', 'march', '5', 'april', '3', 'may', '3', 'june', '2', 'july', '6', 'august', '2', 'september', '5', 'october', '3', 'november', '2', 'december', '7', 'january', '0', 'february', '2', 'march', '0', 'april', '5', 'may', '2', 'june', '2', 'july', '1']"
"Kaunas, Žaliakalnis, Savanorių pr., Room rent",220 €,"(11,4 €/m²)","19,34 m²",1,,Brick,Fully equipped,Central thermostat,"10,25 €/month~ 0,53 €/m²","['2024-10', '0.12', '2024-11', '0.54', '2024-12', '0.69', '2025-01', '0.73', '2025-02', '0.84', '2025-03', '0.57', '2025-04', '0.22', 'august', '13', 'september', '12', 'october', '22', 'november', '23', 'december', '3', 'january', '15', 'february', '17', 'march', '17', 'april', '16', 'may', '8', 'june', '11', 'july', '19', 'august', '17', 'september', '14', 'october', '18', 'november', '11', 'december', '13', 'january', '26', 'february', '17', 'march', '7', 'april', '19', 'may', '21', 'june', '9', 'july', '16']"
"Kaunas, Eiguliai, Ašigalio g., 1 room flat for rent",390 €,"(11,8 €/m²)",33 m²,1,1983,Block house,Fully equipped,Central,"35,64 €/month~ 1,08 €/m²","['2024-10', '0.36', '2024-11', '1.24', '2024-12', '1.59', '2025-01', '1.6', '2025-02', '1.59', '2025-03', '0.82', '2025-04', '0.36', 'august', '2', 'september', '10', 'october', '7', 'november', '16', 'december', '8', 'january', '3', 'february', '8', 'march', '3', 'april', '12', 'may', '17', 'june', '8', 'july', '9', 'august', '5', 'september', '12', 'october', '19', 'november', '4', 'december', '7', 'january', '7', 'february', '3', 'march', '5', 'april', '6', 'may', '5', 'june', '6', 'july', '6']"
"Kaunas, Centras, Gedimino g., 3 rooms flat for rent",1 100 €,"(12,6 €/m²)",87 m²,3,2020,Brick,Fully equipped,Central thermostat,,"['august', '16', 'september', '30', 'october', '15', 'november', '7', 'december', '16', 'january', '5', 'february', '14', 'march', '6', 'april', '14', 'may', '16', 'june', '10', 'july', '16', 'august', '11', 'september', '17', 'october', '7', 'november', '28', 'december', '15', 'january', '16', 'february', '9', 'march', '18', 'april', '15', 'may', '10', 'june', '16', 'july', '17']"
"Kaunas, Centras, Vilniaus g., 4 rooms flat for rent",1 000 €,"(12,2 €/m²)",82 m²,4,,Brick,Fully equipped,Gas,,"['august', '5', 'september', '9', 'october', '6', 'november', '7', 'december', '17', 'january', '12', 'february', '22', 'march', '22', 'april', '13', 'may', '18', 'june', '8', 'july', '12', 'august', '8', 'september', '13', 'october', '21', 'november', '19', 'december', '4', 'january', '11', 'february', '13', 'march', '9', 'april', '19', 'may', '20', 'june', '5', 'july', '11']"
"Kaunas, Dainava, Partizanų g., 1 room flat for rent",420 €,"(14,0 €/m²)",30 m²,1,1978,Brick,Fully equipped,Central,"25,80 €/month~ 0,86 €/m²","['2024-10', '0.28', '2024-11', '0.83', '2024-12', '1.14', '2025-01', '1.17', '2025-02', '1.46', '2025-03', '0.83', '2025-04', '0.33', 'august', '17', 'september', '27', 'october', '27', 'november', '29', 'december', '7', 'january', '22', 'february', '21', 'march', '24', 'april', '9', 'may', '13', 'june', '13', 'july', '15', 'august', '28', 'september', '19', 'october', '17', 'november', '15', 'december', '17', 'january', '18', 'february', '16', 'march', '20', 'april', '22', 'may', '25', 'june', '15', 'july', '17']"
"Kaunas, Senamiestis, Muitinės g., 2 rooms flat for rent",550 €,"(10,4 €/m²)",53 m²,2,,Brick,Fully equipped,Electric,"20,67 €/month~ 0,39 €/m²","['2024-10', '0.14', '2024-11', '0.34', '2024-12', '0.62', '2025-01', '0.64', '2025-02', '0.65', '2025-03', '0.53', '2025-04', '0.17', '2025-05', '0.02', 'august', '10', 'september', '15', 'october', '10', 'november', '9', 'december', '23', 'january', '14', 'february', '20', 'march', '13', 'april', '13', 'may', '15', 'june', '13', 'july', '15', 'august', '10', 'september', '12', 'october', '22', 'november', '20', 'december', '5', 'january', '10', 'february', '15', 'march', '14', 'april', '13', 'may', '10', 'june', '6', 'july', '9']"
"Kaunas, Vilijampolė, Linkuvos g., 2 rooms flat for rent",750 €,"(11,9 €/m²)",63 m²,2,2023,Wooden house,Fully equipped,Electric,,"['august', '14', 'september', '7', 'october', '11', 'november', '4', 'december', '2', 'january', '10', 'february', '5', 'march', '11', 'april', '6', 'may', '12', 'june', '11', 'july', '9', 'august', '15', 'september', '10', 'october', '17', 'november', '8', 'december', '19', 'january', '16', 'february', '6', 'march', '11', 'april', '17', 'may', '16', 'june', '12', 'july', '10']"
"Kaunas, Centras, Krėvos g., 2 rooms flat for rent",760 €,"(18,1 €/m²)",42 m²,2,2023,Brick,Fully equipped,Central thermostat,"20,58 €/month~ 0,49 €/m²","['2024-10', '0.21', '2024-11', '0.51', '2024-12', '0.67', '2025-01', '0.68', '2025-02', '0.79', '2025-03', '0.45', '2025-04', '0.15', 'august', '18', 'september', '10', 'october', '38', 'november', '12', 'december', '9', 'january', '4', 'february', '3', 'march', '6', 'april', '7', 'may', '14', 'june', '6', 'july', '13', 'august', '9', 'september', '18', 'october', '12', 'november', '17', 'december', '9', 'january', '2', 'february', '2', 'march', '7', 'april', '7', 'may', '12', 'june', '12', 'july', '7']"
"Kaunas, Centras, Laisvės al., 4 rooms flat for rent",2 000 €,"(17,5 €/m²)",114 m²,4,2023,Brick,Fully equipped,Central thermostat,"43,32 €/month~ 0,38 €/m²","['2024-10', '0.12', '2024-11', '0.36', '2024-12', '0.53', '2025-01', '0.54', '2025-02', '0.63', '2025-03', '0.35', '2025-04', '0.15', 'august', '25', 'september', '30', 'october', '45', 'november', '9', 'december', '16', 'january', '7', 'february', '8', 'march', '11', 'april', '14', 'may', '14', 'june', '10', 'july', '21', 'august', '10', 'september', '18', 'october', '7', 'november', '27', 'december', '14', 'january', '12', 'february', '9', 'march', '17', 'april', '13', 'may', '8', 'june', '15', 'july', '15']"
"Kaunas, Dainava, Birželio 23-iosios g., 1 room flat for rent",480 €,"(14,5 €/m²)",33 m²,1,1986,Block house,Fully equipped,Central,"33,33 €/month~ 1,01 €/m²","['2024-10', '0.33', '2024-11', '1.02', '2024-12', '1.37', '2025-01', '1.46', '2025-02', '1.55', '2025-03', '0.95', '2025-04', '0.36', 'august', '8', 'september', '14', 'october', '9', 'november', '10', 'december', '14', 'january', '24', 'february', '9', 'march', '9', 'april', '14', 'may', '8', 'june', '11', 'july', '10', 'august', '10', 'september', '13', 'october', '6', 'november', '12', 'december', '13', 'january', '11', 'february', '11', 'march', '8', 'april', '5', 'may', '10', 'june', '4', 'july', '4']"
